price,brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize
12444,ford, Grand C-MAX,2017,Manual,17242,Diesel,30,64.2,1.5
19000,vauxhall, Combo Life,2019,Manual,5315,Petrol,145,42.2,1.2
18698,toyota, Hilux,2017,Manual,46498,Diesel,260,40.4,2.4
11995,vauxhall, GTC,2017,Automatic,5817,Petrol,200,42.8,1.4
19499,ford, Galaxy,2018,Manual,31504,Diesel,145,56.5,2
9995,audi, A8,2011,Automatic,105000,Diesel,235,42.8,3
24500,audi, A8,2017,Semi-Auto,37492,Diesel,205,47.1,3
25995,toyota, GT86,2020,Manual,3250,Petrol,145,33.2,2
47498,toyota, Supra,2019,Semi-Auto,327,Petrol,145,34.5,3
3499,ford, KA,2012,Manual,74000,Diesel,20,68.9,1.2
21995,skoda, Kamiq,2019,Automatic,1000,Petrol,145,43.5,1.5
41632,merc, S Class,2018,Semi-Auto,12955,Diesel,145,52.3,3
48990,vw, Caravelle,2019,Semi-Auto,7034,Diesel,145,29.4,2
13999,bmw, 7 Series,2014,Automatic,53329,Diesel,160,50.4,3
19991,merc, S Class,2015,Automatic,77719,Diesel,160,51.4,3
64980,merc, S Class,2020,Semi-Auto,3999,Diesel,145,40.4,3
10995,skoda, Yeti,2016,Semi-Auto,32174,Petrol,125,51.4,1.2
7785,hyundi, IX20,2015,Automatic,29000,Petrol,205,43.6,1.6
1995,vauxhall, Agila,2005,Manual,36000,Petrol,165,47.1,1.2
16438,vauxhall, Combo Life,2019,Manual,1248,Diesel,145,53.3,1.5
52490,bmw, 7 Series,2019,Semi-Auto,3200,Diesel,145,44.1,3
7750,toyota, Hilux,2012,Manual,99600,Diesel,265,38.7,2.5
9498,hyundi, I40,2015,Manual,33036,Diesel,20,67.3,1.7
3195,vw, Beetle,2006,Manual,117000,Diesel,150,50.4,1.9
57970,audi, Q8,2019,Semi-Auto,7606,Diesel,145,33.6,3
20000,audi, SQ5,2015,Automatic,82820,Diesel,260,41.5,3
5899,toyota, Verso,2011,Manual,74488,Petrol,200,41.5,1.6
3999,ford, Fusion,2011,Manual,35006,Petrol,200,42.8,1.6
9422,skoda, Rapid,2018,Manual,21500,Petrol,150,61.4,1
26980,vw, Tiguan Allspace,2019,Automatic,9626,Diesel,145,39.2,2
7298,vauxhall, GTC,2014,Manual,51099,Diesel,125,60.1,2
38572,audi, A8,2018,Automatic,2249,Diesel,145,40.4,3
9000,skoda, Yeti,2013,Automatic,36374,Petrol,160,44.1,1.2
20498,merc, M Class,2015,Semi-Auto,43072,Diesel,205,39.2,2.1
4430,ford, KA,2014,Manual,28883,Petrol,30,57.7,1.2
23750,bmw, 6 Series,2017,Automatic,39890,Diesel,145,49.6,3
64990,audi, Q8,2019,Automatic,6000,Diesel,145,32.8,3
36498,bmw, M4,2018,Semi-Auto,7732,Petrol,145,34,3
25990,bmw, X4,2017,Semi-Auto,25357,Diesel,200,47.9,3
19950,merc, M Class,2004,Automatic,121000,Diesel,325,29.7,2.7
14000,ford, Grand Tourneo Connect,2017,Manual,20122,Diesel,30,64.2,1.5
29995,vw, Arteon,2019,Semi-Auto,6789,Diesel,145,50.4,2
10000,vw, CC,2013,Automatic,41394,Diesel,145,53.3,2
13795,merc, CLA Class,2016,Automatic,55700,Diesel,20,67.3,2.1
20100,toyota, Prius,2017,Automatic,30687,Hybrid,0,94.1,1.8
8489,hyundi, IX20,2016,Manual,15135,Petrol,125,50.4,1.4
18500,bmw, X4,2014,Automatic,67210,Diesel,200,47.9,3
34930,audi, A8,2017,Automatic,3793,Diesel,145,50.4,3
49999,ford, Mustang,2017,Manual,21575,Petrol,145,20.9,5
9599,ford, KA,2018,Manual,7916,Petrol,150,43.5,1.2
37790,bmw, X6,2018,Semi-Auto,16334,Diesel,145,40.9,3
51000,bmw, M4,2020,Semi-Auto,2000,Petrol,145,32.5,3
19099,hyundi, Santa Fe,2018,Semi-Auto,31350,Diesel,145,42.8,2.2
27500,bmw, 7 Series,2017,Automatic,20671,Diesel,125,57.6,3
13495,toyota, Prius,2013,Automatic,84553,Hybrid,0,68.9,1.8
25490,toyota, Land Cruiser,2014,Automatic,54000,Diesel,325,34.9,3
25490,vw, Amarok,2018,Automatic,45325,Diesel,260,36.2,3
20590,ford, Puma,2020,Manual,3214,Petrol,145,50.4,1
40999,vw, Caravelle,2019,Automatic,50,Diesel,145,32.8,2
34995,bmw, Z4,2020,Semi-Auto,1000,Petrol,145,38.7,2
61948,merc, G Class,2016,Automatic,16000,Petrol,325,30.4,4
38975,audi, A8,2019,Automatic,7890,Diesel,145,40.4,3
44995,vw, Caravelle,2019,Automatic,3800,Diesel,145,33.6,2
23999,ford, Puma,2019,Manual,1225,Petrol,145,50.4,1
8298,vauxhall, GTC,2015,Manual,36538,Petrol,160,47.1,1.4
16798,ford, Galaxy,2016,Manual,19406,Diesel,125,56.5,2
19748,merc, CLA Class,2016,Automatic,34612,Diesel,20,67.3,2.1
15490,vw, Scirocco,2015,Semi-Auto,17145,Petrol,160,44.1,2
10495,toyota, Verso,2015,Manual,40857,Diesel,30,62.8,1.6
15490,audi, RS3,2013,Semi-Auto,98386,Petrol,325,31,2.5
28622,vw, Arteon,2019,Semi-Auto,6601,Diesel,145,50.4,2
12498,ford, Grand C-MAX,2017,Manual,10373,Petrol,145,54.3,1
24995,bmw, 7 Series,2016,Semi-Auto,24446,Petrol,205,41.5,3
30900,vw, Shuttle,2019,Semi-Auto,3757,Diesel,145,33.2,2
34490,vw, Amarok,2019,Automatic,8500,Diesel,260,33.6,3
14498,vauxhall, Combo Life,2018,Manual,5486,Diesel,145,53.3,1.5
7995,hyundi, IX35,2014,Manual,50993,Diesel,150,53.3,2.2
20995,skoda, Scala,2019,Automatic,3882,Diesel,145,54.3,1.6
16495,vw, Scirocco,2017,Semi-Auto,19458,Diesel,150,57.6,2
12495,bmw, M6,2006,Semi-Auto,89000,Petrol,570,19.1,5
12000,audi, A7,2013,Automatic,93080,Diesel,145,55.4,3
21999,audi, A8,2016,Automatic,26818,Diesel,200,47.9,3
52999,vw, Caravelle,2019,Semi-Auto,3365,Diesel,145,29.4,2
18350,hyundi, Santa Fe,2017,Semi-Auto,29249,Diesel,235,42.8,2.2
21498,merc, M Class,2015,Semi-Auto,44984,Diesel,300,39.2,3
9491,toyota, Verso,2014,Manual,30437,Petrol,200,42.8,1.6
16500,audi, A7,2013,Automatic,63250,Diesel,205,48.7,3
52422,audi, RS4,2018,Semi-Auto,23249,Petrol,145,32.1,2.9
27750,bmw, X6,2016,Semi-Auto,38680,Diesel,200,47.1,3
35400,merc, GLB Class,2020,Semi-Auto,1508,Diesel,145,47.9,2
33850,bmw, Z4,2020,Semi-Auto,5,Petrol,150,38.7,2
20000,bmw, 6 Series,2015,Automatic,40517,Petrol,260,36.2,3
26490,vw, Arteon,2019,Manual,5000,Diesel,145,52.3,2
18588,vauxhall, Combo Life,2020,Manual,1858,Petrol,145,42.2,1.2
28965,vw, Tiguan Allspace,2019,Automatic,6750,Diesel,145,39.2,2
14990,skoda, Scala,2019,Manual,4451,Petrol,150,49.6,1
19300,merc, M Class,2015,Automatic,25653,Diesel,200,39.2,2.1
27995,merc, X-CLASS,2018,Automatic,21000,Diesel,260,35.8,2.3
69948,bmw, M5,2019,Automatic,13000,Petrol,150,24.1,4.4
63999,bmw, X6,2019,Semi-Auto,4000,Petrol,145,26.4,3
47980,bmw, 7 Series,2019,Automatic,339,Petrol,145,34.5,3
43898,bmw, X4,2020,Semi-Auto,2679,Petrol,145,26.9,3
10498,ford, Grand C-MAX,2017,Manual,35853,Diesel,30,64.2,1.5
4990,skoda, Rapid,2013,Manual,44000,Petrol,30,55.4,1.2
30999,hyundi, Santa Fe,2019,Automatic,10035,Diesel,145,42.8,2.2
21700,ford, Edge,2017,Manual,21213,Diesel,150,47.9,2
5495,skoda, Rapid,2013,Manual,56000,Diesel,20,72.4,1.6
55890,bmw, X6,2020,Semi-Auto,3340,Diesel,145,34.9,3
26990,toyota, Prius,2019,Automatic,7000,Other,135,217.3,1.8
17000,skoda, Scala,2020,Manual,1050,Petrol,145,49.6,1
14998,ford, Grand Tourneo Connect,2017,Automatic,18209,Diesel,145,56.6,1.5
13998,vauxhall, Combo Life,2019,Manual,8087,Diesel,150,53.3,1.5
35995,bmw, M4,2017,Manual,15500,Petrol,330,32.1,3
35000,audi, A8,2018,Semi-Auto,4524,Diesel,145,40.4,3
17990,audi, A8,2016,Automatic,70000,Diesel,200,47.9,3
16995,vw, Beetle,2018,Manual,15490,Petrol,145,51.4,1.2
30495,toyota, Hilux,2019,Manual,28,Diesel,260,40.4,2.4
19500,toyota, GT86,2017,Manual,6725,Petrol,145,36.2,2
34995,bmw, Z4,2020,Semi-Auto,1501,Petrol,145,38.7,2
24499,ford, Galaxy,2018,Automatic,8339,Diesel,145,52.3,2
19999,ford, Tourneo Custom,2019,Manual,3710,Diesel,150,35.3,2
15998,skoda, Scala,2019,Semi-Auto,2355,Petrol,145,47.1,1
9795,hyundi, IX35,2015,Manual,54076,Diesel,165,51.4,2
17950,ford, Tourneo Connect,2019,Manual,1956,Diesel,145,61.4,1.5
39799,merc, GLS Class,2016,Semi-Auto,32609,Diesel,300,37.2,3
25945,bmw, M3,2013,Semi-Auto,30500,Petrol,570,24.6,4
38990,audi, A7,2020,Semi-Auto,1200,Diesel,150,38.2,3
9750,hyundi, IX20,2016,Automatic,15728,Petrol,165,43.5,1.6
18998,toyota, GT86,2017,Manual,14736,Petrol,150,36.2,2
8991,hyundi, IX35,2015,Manual,40096,Diesel,145,54.3,1.7
8750,bmw, Z4,2004,Manual,39000,Petrol,330,31,3
45550,merc, GLS Class,2019,Automatic,20429,Diesel,145,37.2,3
12000,toyota, Avensis,2018,Manual,25883,Diesel,145,67.3,1.6
19750,hyundi, Santa Fe,2017,Semi-Auto,21891,Diesel,240,42.8,2.2
18990,bmw, 6 Series,2015,Automatic,62953,Diesel,160,51.4,3
26995,merc, X-CLASS,2019,Automatic,500,Diesel,260,35.8,2.3
15975,hyundi, Santa Fe,2015,Semi-Auto,29823,Diesel,260,41.5,2.2
32280,hyundi, Santa Fe,2019,Semi-Auto,2251,Diesel,145,40.9,2.2
69995,bmw, X7,2019,Semi-Auto,5283,Diesel,145,33.6,3
26995,vw, Arteon,2019,Semi-Auto,2936,Diesel,145,55.4,2
51540,merc, CLS Class,2019,Semi-Auto,11886,Diesel,145,48.7,2.9
15000,vw, CC,2016,Semi-Auto,4289,Petrol,200,39.2,1.8
19999,vw, Caddy Maxi Life,2019,Manual,2759,Diesel,145,57.7,2
15362,toyota, Prius,2014,Automatic,50647,Hybrid,0,134.5,1.8
26490,toyota, Camry,2020,Automatic,10000,Hybrid,135,52.3,2.5
45400,bmw, 7 Series,2019,Semi-Auto,2212,Diesel,145,42.2,3
13440,bmw, X6,2011,Automatic,96000,Diesel,300,37.7,3
17250,toyota, GT86,2017,Manual,19420,Petrol,145,36.2,2
16950,bmw, M3,2009,Manual,65000,Petrol,580,21.9,4
139948,merc, G Class,2019,Automatic,12000,Petrol,145,21.4,4
8495,skoda, Rapid,2016,Manual,25183,Petrol,20,57.7,1.2
30990,bmw, Z4,2020,Semi-Auto,12,Petrol,145,38.7,2
15490,skoda, Scala,2019,Manual,5,Petrol,145,49.6,1
10499,hyundi, IX35,2014,Manual,27410,Diesel,165,51.4,2
11292,toyota, Hilux,2016,Manual,51840,Diesel,260,38.7,2.5
38995,audi, SQ5,2017,Automatic,13000,Petrol,150,34,3
12995,merc, CLS Class,2011,Automatic,54000,Diesel,200,46.3,3
32397,ford, Edge,2019,Semi-Auto,1461,Diesel,145,37.2,2
35845,audi, A7,2019,Automatic,3000,Diesel,145,47.1,2
21998,toyota, Hilux,2018,Manual,34868,Diesel,260,40.4,2.4
27990,vw, Tiguan Allspace,2019,Semi-Auto,6008,Petrol,145,35.8,1.5
14485,toyota, Hilux,2016,Manual,55232,Diesel,260,36.7,3
4591,ford, KA,2014,Manual,39987,Petrol,30,57.7,1.2
67600,merc, GLS Class,2019,Automatic,2010,Diesel,145,34,3
10775,vw, CC,2015,Semi-Auto,56508,Diesel,145,54.3,2
15000,hyundi, I800,2018,Manual,34168,Diesel,145,37.7,2.5
28995,merc, CLS Class,2017,Semi-Auto,8591,Petrol,150,39.2,3.5
72500,bmw, X7,2019,Automatic,5929,Diesel,145,31.4,3
9995,hyundi, IX20,2016,Automatic,7275,Petrol,160,43.5,1.6
12245,hyundi, Santa Fe,2013,Semi-Auto,72854,Diesel,260,41.5,2.2
15998,hyundi, Santa Fe,2017,Manual,48034,Diesel,205,47.1,2.2
16700,toyota, Verso,2016,Automatic,9444,Other,160,43.5,1.8
16295,skoda, Scala,2019,Manual,100,Diesel,145,57.7,1.6
5990,toyota, Avensis,2013,Manual,95059,Diesel,30,62.8,2
5290,merc, SLK,2007,Automatic,74000,Petrol,325,32.1,1.8
54990,audi, RS5,2019,Semi-Auto,7800,Petrol,145,29.7,2.9
16991,vw, Caddy Maxi Life,2018,Manual,1959,Diesel,150,57.7,2
34980,merc, CLS Class,2019,Semi-Auto,5919,Diesel,145,48.7,2.9
12500,vauxhall, Zafira Tourer,2017,Automatic,11460,Petrol,200,40.9,1.4
7995,vw, Jetta,2016,Manual,73500,Diesel,20,70.6,2
18495,hyundi, Santa Fe,2018,Manual,27410,Diesel,145,47.1,2.2
13480,vw, Beetle,2016,Automatic,43268,Diesel,125,58.9,2
20749,hyundi, Santa Fe,2018,Manual,17452,Diesel,145,47.1,2.2
20998,merc, V Class,2018,Manual,11323,Diesel,145,46.3,2.1
43990,audi, A8,2017,Automatic,16975,Petrol,555,28.2,4
1490,merc, SLK,2000,Automatic,87000,Petrol,265,27.2,3.2
9499,ford, Grand C-MAX,2015,Manual,29950,Diesel,30,64.2,1.5
18995,skoda, Scala,2019,Automatic,1500,Petrol,145,47.1,1
69990,merc, GLS Class,2019,Automatic,6224,Diesel,145,30.4,3
10590,vauxhall, GTC,2016,Manual,17887,Petrol,160,47.1,1.4
41980,bmw, X4,2019,Semi-Auto,6747,Petrol,145,26.9,3
17650,skoda, Scala,2020,Semi-Auto,4112,Petrol,145,45.6,1.5
6499,ford, Grand C-MAX,2011,Manual,48718,Petrol,200,40.9,1.6
21499,hyundi, Santa Fe,2017,Semi-Auto,28847,Diesel,240,42.8,2.2
21400,ford, Tourneo Custom,2019,Manual,5609,Diesel,145,35.3,2
40000,bmw, M4,2019,Automatic,1326,Petrol,145,34,3
1990,toyota, Avensis,2006,Manual,125000,Petrol,240,39.2,1.8
25500,ford, Edge,2018,Automatic,20318,Diesel,145,47.9,2
37995,merc, V Class,2019,Semi-Auto,10593,Diesel,145,45.6,2.2
20498,merc, V Class,2018,Manual,22033,Diesel,145,46.3,2.1
10998,vauxhall, GTC,2016,Automatic,21716,Petrol,200,42.8,1.4
9990,ford, Grand C-MAX,2017,Manual,27800,Diesel,30,64.2,1.5
52995,audi, A8,2020,Semi-Auto,1100,Diesel,145,40.4,3
20995,merc, CLS Class,2015,Automatic,29417,Diesel,160,51.4,3
18999,toyota, Prius,2017,Automatic,19870,Hybrid,0,94.1,1.8
21502,vw, Arteon,2018,Manual,7813,Diesel,145,65.7,2
15998,skoda, Scala,2019,Semi-Auto,4169,Petrol,145,47.1,1
39950,vw, Caravelle,2019,Semi-Auto,3544,Diesel,145,32.8,2
13000,ford, Grand C-MAX,2018,Manual,13202,Petrol,145,47.1,1
20950,vw, Caddy Maxi Life,2019,Semi-Auto,10000,Diesel,150,46.3,2
14495,vw, Scirocco,2015,Manual,33145,Diesel,20,55.4,2
2350,ford, KA,2009,Manual,92000,Petrol,30,55.4,1.2
22999,ford, Puma,2020,Manual,1977,Petrol,150,49.6,1
15000,ford, Edge,2016,Manual,52368,Diesel,165,48.7,2
26500,audi, A7,2017,Semi-Auto,34201,Diesel,145,52.3,3
28900,vw, Arteon,2019,Automatic,5000,Petrol,145,47.1,2
41962,merc, GLS Class,2017,Semi-Auto,22219,Diesel,145,37.2,3
27300,ford, Galaxy,2019,Manual,5612,Diesel,145,55.4,2
58500,audi, Q8,2019,Automatic,3000,Diesel,145,33.6,3
10495,skoda, Rapid,2017,Manual,15858,Petrol,150,61.4,1
41945,bmw, M4,2019,Semi-Auto,12,Petrol,145,34,3
39500,bmw, X4,2019,Automatic,155,Diesel,145,40.9,3
63990,bmw, X7,2020,Semi-Auto,6137,Diesel,145,33.6,3
9980,skoda, Yeti,2014,Manual,41936,Diesel,205,48.7,2
29197,bmw, M4,2015,Manual,37538,Petrol,325,32.1,3
47980,merc, S Class,2019,Semi-Auto,10655,Diesel,145,52.3,3
39999,vw, Amarok,2020,Automatic,2451,Diesel,260,33.6,3
69950,audi, RS4,2020,Semi-Auto,2000,Petrol,145,29.1,2.9
23498,toyota, Hilux,2018,Manual,30084,Diesel,265,40.4,2.4
12750,audi, A7,2011,Automatic,74408,Diesel,145,53.3,3
22295,skoda, Kamiq,2020,Semi-Auto,1294,Diesel,145,53.3,1.6
52850,audi, A8,2019,Automatic,178,Diesel,145,39.2,3
9126,ford, Grand C-MAX,2016,Manual,38670,Diesel,30,64.2,1.5
11495,vw, Jetta,2016,Semi-Auto,19019,Diesel,30,62.8,2
27498,merc, S Class,2017,Semi-Auto,39872,Diesel,145,50.4,3
43899,merc, S Class,2018,Semi-Auto,12811,Diesel,145,52.3,3
23970,ford, Puma,2020,Manual,899,Petrol,150,49.6,1
20000,merc, CLA Class,2017,Automatic,24107,Diesel,150,67.3,2.1
28490,bmw, M6,2014,Automatic,53249,Petrol,565,28.5,4.4
40000,bmw, X4,2018,Semi-Auto,4135,Diesel,145,37.2,3
8999,skoda, Rapid,2017,Manual,28996,Diesel,150,74.3,1.4
17485,skoda, Scala,2019,Semi-Auto,1901,Petrol,145,45.6,1.5
18495,vw, Caddy Maxi Life,2019,Semi-Auto,13507,Diesel,150,54.3,2
46000,bmw, M4,2019,Semi-Auto,1501,Petrol,145,32.5,3
33990,audi, A7,2019,Automatic,10,Diesel,145,52.3,3
25995,ford, Tourneo Custom,2019,Automatic,5000,Diesel,150,32.8,2
9975,vw, Scirocco,2016,Manual,35980,Petrol,125,52.3,1.4
14899,audi, A7,2013,Automatic,75775,Diesel,200,47.9,3
9680,vw, CC,2013,Automatic,41858,Diesel,145,54.3,2
32249,merc, S Class,2015,Automatic,8052,Petrol,325,31.7,4.7
13500,vauxhall, Combo Life,2018,Manual,10000,Diesel,145,53.3,1.5
8000,hyundi, IX20,2017,Manual,14554,Petrol,125,50.4,1.4
15870,ford, Galaxy,2016,Semi-Auto,34145,Diesel,145,52.3,2
19495,skoda, Kamiq,2019,Semi-Auto,1250,Petrol,145,44.1,1.5
28495,bmw, 6 Series,2018,Semi-Auto,21525,Diesel,145,49.6,3
19990,toyota, Prius,2017,Automatic,15661,Hybrid,135,85.6,1.8
20899,vw, Arteon,2018,Manual,5317,Diesel,145,61.4,2
11998,vw, Scirocco,2015,Manual,41001,Diesel,20,55.4,2
29491,vw, Tiguan Allspace,2019,Automatic,4000,Diesel,145,38.7,2
47995,merc, V Class,2019,Automatic,677,Diesel,145,36.7,2
23999,ford, Puma,2019,Manual,1606,Petrol,145,50.4,1
15498,hyundi, I800,2018,Manual,37485,Diesel,145,28,2.5
3295,ford, KA,2014,Manual,53417,Petrol,30,57.7,1.2
11295,toyota, Verso,2016,Manual,37305,Diesel,30,62.8,1.6
32900,merc, CLA Class,2020,Automatic,2700,Petrol,145,44.8,1.3
9295,toyota, Avensis,2016,Manual,56501,Diesel,20,67.3,1.6
18400,merc, CLA Class,2018,Automatic,32197,Petrol,145,52.3,1.6
10995,skoda, Rapid,2017,Manual,83,Diesel,150,67.3,1.6
32000,hyundi, Santa Fe,2019,Semi-Auto,2000,Diesel,145,39.8,2.2
9999,hyundi, I40,2017,Manual,38472,Diesel,145,65.7,1.7
14980,skoda, Scala,2019,Manual,4942,Diesel,150,57.7,1.6
6995,skoda, Rapid,2014,Semi-Auto,53286,Diesel,30,62.8,1.6
14199,ford, Grand C-MAX,2019,Manual,6375,Petrol,145,47.9,1
29941,bmw, Z4,2019,Semi-Auto,5465,Petrol,145,38.7,2
39995,audi, A8,2019,Automatic,3000,Diesel,145,40.4,3
19689,merc, M Class,2015,Automatic,75358,Diesel,200,39.2,2.1
6451,ford, KA,2016,Manual,6160,Petrol,30,57.7,1.2
79991,bmw, 8 Series,2020,Semi-Auto,151,Diesel,145,26.7,3
15995,hyundi, I800,2018,Automatic,33244,Diesel,145,28,2.5
17495,toyota, Hilux,2015,Automatic,38841,Diesel,260,32.8,3
15995,vw, Scirocco,2017,Semi-Auto,10990,Petrol,145,44.1,2
25999,bmw, M5,2016,Semi-Auto,49689,Petrol,565,28.5,4.4
10498,ford, Grand C-MAX,2017,Manual,29684,Diesel,30,64.2,1.5
17489,skoda, Scala,2019,Semi-Auto,4569,Petrol,145,45.6,1.5
16700,bmw, X4,2014,Manual,44678,Diesel,160,52.3,2
12770,vauxhall, Combo Life,2018,Manual,12679,Diesel,145,53.3,1.5
54975,bmw, X6,2020,Semi-Auto,1075,Petrol,150,26.4,3
14980,skoda, Scala,2019,Manual,5421,Diesel,145,57.7,1.6
35850,bmw, Z4,2020,Semi-Auto,5,Petrol,145,37.2,2
26000,vw, Amarok,2018,Automatic,31000,Diesel,260,36.2,3
26498,vw, Arteon,2019,Manual,50,Diesel,145,52.3,2
28990,vw, Arteon,2019,Semi-Auto,8494,Diesel,145,44.1,2
22450,vw, Arteon,2018,Automatic,4350,Petrol,145,40.4,1.5
15985,hyundi, I800,2017,Automatic,35154,Diesel,325,33.6,2.5
5495,hyundi, I40,2013,Manual,76698,Diesel,30,62.8,1.7
14900,hyundi, I800,2018,Manual,38984,Diesel,150,37.7,2.5
16250,bmw, 6 Series,2015,Automatic,72720,Diesel,160,49.6,3
42248,merc, GLS Class,2018,Automatic,13609,Diesel,145,37.2,3
16980,skoda, Scala,2019,Automatic,3500,Petrol,150,47.1,1
11990,vw, Scirocco,2014,Semi-Auto,28000,Diesel,30,57.6,2
64789,bmw, X7,2019,Automatic,3890,Diesel,145,33.6,3
59950,audi, SQ7,2017,Semi-Auto,23000,Diesel,145,39.2,4
12210,merc, CLS Class,2013,Automatic,54238,Diesel,145,54.3,2.1
19000,vw, Caddy Maxi Life,2019,Automatic,12174,Diesel,145,44.1,2
50850,bmw, 7 Series,2019,Automatic,4202,Diesel,145,41.5,3
48642,audi, Q8,2019,Automatic,10521,Diesel,145,33.6,3
51000,merc, V Class,2019,Semi-Auto,3238,Diesel,145,36.7,2
28000,toyota, GT86,2020,Manual,650,Petrol,145,33.2,2
36990,vw, Amarok,2019,Automatic,1120,Diesel,260,33.6,3
18670,hyundi, Santa Fe,2017,Manual,41109,Diesel,200,47.1,2.2
23999,ford, Puma,2020,Manual,1137,Petrol,145,50.4,1
23780,ford, Puma,2020,Manual,999,Petrol,145,49.6,1
11100,merc, SLK,2014,Semi-Auto,69866,Diesel,145,56.5,2
8595,skoda, Rapid,2017,Manual,19691,Petrol,145,62.8,1
20099,merc, CLS Class,2016,Semi-Auto,23020,Diesel,125,57.7,2.1
29495,vw, Arteon,2019,Automatic,8686,Diesel,145,60.1,2
34999,bmw, X4,2019,Semi-Auto,9829,Diesel,145,42.8,2
8998,hyundi, IX20,2017,Manual,22861,Petrol,145,50.4,1.4
9588,vw, CC,2016,Automatic,89603,Diesel,125,58.9,2
17650,hyundi, Santa Fe,2016,Automatic,26294,Diesel,235,42.8,2.2
54995,vw, California,2019,Semi-Auto,3500,Diesel,260,32.1,2
34000,bmw, 7 Series,2017,Semi-Auto,34024,Hybrid,0,128.4,2
22890,toyota, Prius,2018,Automatic,31786,Hybrid,135,235,1.8
22990,ford, Galaxy,2019,Semi-Auto,4960,Diesel,145,53.3,2
7998,hyundi, IX20,2015,Manual,20077,Petrol,125,50.4,1.4
19500,ford, Grand Tourneo Connect,2019,Manual,5589,Diesel,145,61.4,1.5
9191,hyundi, IX20,2016,Manual,14600,Petrol,125,50.4,1.4
6940,vauxhall, GTC,2016,Manual,34372,Petrol,160,47.1,1.4
23980,toyota, GT86,2019,Manual,1751,Petrol,145,33.2,2
24495,vw, Tiguan Allspace,2018,Semi-Auto,15979,Diesel,150,47.9,2
20498,merc, V Class,2018,Manual,21681,Diesel,145,46.3,2.1
44491,audi, RS6,2014,Automatic,43752,Petrol,555,28.8,4
46532,merc, GLS Class,2018,Automatic,5987,Diesel,145,37.2,3
5499,vauxhall, Agila,2011,Automatic,19079,Petrol,145,49.6,1.2
12495,skoda, Yeti,2017,Manual,19025,Petrol,125,51.4,1.2
14499,vauxhall, Combo Life,2018,Manual,9428,Diesel,145,53.3,1.5
11500,ford, Grand C-MAX,2017,Manual,29881,Petrol,30,54.3,1
34979,merc, CLS Class,2019,Automatic,3130,Diesel,145,48.7,2.9
10995,skoda, Yeti,2016,Manual,28120,Petrol,125,51.4,1.2
35995,merc, GLB Class,2020,Semi-Auto,4500,Diesel,145,47.9,2
12998,merc, SLK,2014,Semi-Auto,32171,Diesel,145,56.5,2
21995,vw, Caddy Maxi Life,2020,Semi-Auto,2134,Diesel,150,46.3,2
10850,vw, CC,2016,Manual,36700,Diesel,30,62.8,2
26899,merc, CLA Class,2019,Automatic,3138,Petrol,145,44.1,1.3
35850,bmw, Z4,2020,Semi-Auto,5,Petrol,145,37.2,2
6995,ford, KA,2016,Manual,21466,Petrol,145,57.7,1.2
12295,hyundi, I40,2018,Manual,30734,Diesel,145,67.3,1.7
17680,hyundi, I800,2018,Automatic,32543,Diesel,145,28,2.5
32599,ford, Edge,2019,Semi-Auto,5542,Diesel,145,37.2,2
12990,vw, Scirocco,2015,Manual,36406,Diesel,30,53.3,2
39980,merc, V Class,2019,Semi-Auto,3257,Diesel,145,44.8,2.2
10799,ford, Grand C-MAX,2016,Manual,12249,Diesel,30,64.2,1.5
6750,hyundi, I40,2013,Automatic,60790,Diesel,205,47.1,1.7
15000,vauxhall, Combo Life,2019,Manual,4396,Diesel,145,53.3,1.5
27500,vw, Arteon,2019,Automatic,2500,Diesel,145,50.4,2
20498,merc, V Class,2018,Manual,20646,Diesel,145,46.3,2.1
24995,vw, Arteon,2019,Semi-Auto,2269,Petrol,145,40.4,1.5
19995,bmw, 7 Series,2014,Automatic,51932,Hybrid,195,41.5,3
66988,bmw, X7,2020,Automatic,5000,Diesel,145,33.6,3
40480,merc, GLB Class,2020,Semi-Auto,29,Diesel,145,44.8,2
34000,audi, A8,2018,Semi-Auto,12285,Diesel,145,50.4,3
60000,bmw, 8 Series,2019,Automatic,8000,Petrol,145,33.6,3
5998,skoda, Yeti,2014,Manual,69815,Diesel,30,61.4,1.6
23256,vw, Arteon,2019,Automatic,6837,Petrol,145,40.4,1.5
93499,merc, S Class,2019,Semi-Auto,1000,Petrol,145,34,4
23999,ford, Puma,2019,Manual,871,Petrol,145,50.4,1
39990,ford, Mustang,2020,Semi-Auto,691,Petrol,145,22.1,5
49995,audi, Q8,2019,Semi-Auto,16385,Diesel,150,33.6,3
33990,merc, V Class,2017,Automatic,40000,Diesel,150,44.8,2.1
14694,skoda, Scala,2019,Manual,3433,Petrol,145,49.6,1
67699,merc, S Class,2017,Semi-Auto,15400,Petrol,145,28,5.5
13875,vauxhall, Combo Life,2019,Manual,10693,Petrol,145,42.2,1.2
15998,hyundi, I800,2018,Manual,38520,Diesel,145,28,2.5
28500,hyundi, Santa Fe,2019,Semi-Auto,17835,Diesel,145,39.8,2.2
70995,bmw, M5,2019,Semi-Auto,23,Petrol,145,24.1,4.4
9499,hyundi, IX20,2017,Manual,22880,Petrol,145,50.4,1.4
25165,vw, Arteon,2019,Semi-Auto,9490,Petrol,145,47.1,2
48790,audi, A7,2019,Automatic,4700,Diesel,145,35.8,3
